<?xml version="1.0" encoding="UTF-8"?>
filename,line,severity,message,source
E:\Ci_Workspace\workspace\IDPAntTestoing\JPetStore\src\com\ibatis\jpetstore\domain\Account.java,55,error,Missing a Javadoc comment.,com.puppycrawl.tools.checkstyle.checks.javadoc.JavadocMethodCheck
E:\Ci_Workspace\workspace\IDPAntTestoing\JPetStore\src\com\ibatis\jpetstore\domain\Account.java,59,error,Method 'setFirstName' is not designed for extension - needs to be abstract, final or empty.,com.puppycrawl.tools.checkstyle.checks.design.DesignForExtensionCheck
E:\Ci_Workspace\workspace\IDPAntTestoing\JPetStore\src\com\ibatis\jpetstore\domain\Account.java,59,error,Missing a Javadoc comment.,com.puppycrawl.tools.checkstyle.checks.javadoc.JavadocMethodCheck
E:\Ci_Workspace\workspace\IDPAntTestoing\JPetStore\src\com\ibatis\jpetstore\domain\Account.java,59,error,Parameter firstName should be final.,com.puppycrawl.tools.checkstyle.checks.FinalParametersCheck
E:\Ci_Workspace\workspace\IDPAntTestoing\JPetStore\src\com\ibatis\jpetstore\domain\Account.java,59,error,'firstName' hides a field.,com.puppycrawl.tools.checkstyle.checks.coding.HiddenFieldCheck
E:\Ci_Workspace\workspace\IDPAntTestoing\JPetStore\src\com\ibatis\jpetstore\domain\Account.java,63,error,Method 'getLastName' is not designed for extension - needs to be abstract, final or empty.,com.puppycrawl.tools.checkstyle.checks.design.DesignForExtensionCheck
E:\Ci_Workspace\workspace\IDPAntTestoing\JPetStore\src\com\ibatis\jpetstore\domain\Account.java,63,error,Missing a Javadoc comment.,com.puppycrawl.tools.checkstyle.checks.javadoc.JavadocMethodCheck
E:\Ci_Workspace\workspace\IDPAntTestoing\JPetStore\src\com\ibatis\jpetstore\domain\Account.java,67,error,Method 'setLastName' is not designed for extension - needs to be abstract, final or empty.,com.puppycrawl.tools.checkstyle.checks.design.DesignForExtensionCheck
E:\Ci_Workspace\workspace\IDPAntTestoing\JPetStore\src\com\ibatis\jpetstore\domain\Account.java,67,error,Missing a Javadoc comment.,com.puppycrawl.tools.checkstyle.checks.javadoc.JavadocMethodCheck
E:\Ci_Workspace\workspace\IDPAntTestoing\JPetStore\src\com\ibatis\jpetstore\domain\Account.java,67,error,Parameter lastName should be final.,com.puppycrawl.tools.checkstyle.checks.FinalParametersCheck
E:\Ci_Workspace\workspace\IDPAntTestoing\JPetStore\src\com\ibatis\jpetstore\domain\Account.java,67,error,'lastName' hides a field.,com.puppycrawl.tools.checkstyle.checks.coding.HiddenFieldCheck
E:\Ci_Workspace\workspace\IDPAntTestoing\JPetStore\src\com\ibatis\jpetstore\domain\Account.java,71,error,Method 'getStatus' is not designed for extension - needs to be abstract, final or empty.,com.puppycrawl.tools.checkstyle.checks.design.DesignForExtensionCheck
E:\Ci_Workspace\workspace\IDPAntTestoing\JPetStore\src\com\ibatis\jpetstore\domain\Account.java,71,error,Missing a Javadoc comment.,com.puppycrawl.tools.checkstyle.checks.javadoc.JavadocMethodCheck
E:\Ci_Workspace\workspace\IDPAntTestoing\JPetStore\src\com\ibatis\jpetstore\domain\Account.java,75,error,Method 'setStatus' is not designed for extension - needs to be abstract, final or empty.,com.puppycrawl.tools.checkstyle.checks.design.DesignForExtensionCheck
E:\Ci_Workspace\workspace\IDPAntTestoing\JPetStore\src\com\ibatis\jpetstore\domain\Account.java,75,error,Missing a Javadoc comment.,com.puppycrawl.tools.checkstyle.checks.javadoc.JavadocMethodCheck
E:\Ci_Workspace\workspace\IDPAntTestoing\JPetStore\src\com\ibatis\jpetstore\domain\Account.java,75,error,Parameter status should be final.,com.puppycrawl.tools.checkstyle.checks.FinalParametersCheck
E:\Ci_Workspace\workspace\IDPAntTestoing\JPetStore\src\com\ibatis\jpetstore\domain\Account.java,75,error,'status' hides a field.,com.puppycrawl.tools.checkstyle.checks.coding.HiddenFieldCheck
E:\Ci_Workspace\workspace\IDPAntTestoing\JPetStore\src\com\ibatis\jpetstore\domain\Account.java,79,error,Method 'getAddress1' is not designed for extension - needs to be abstract, final or empty.,com.puppycrawl.tools.checkstyle.checks.design.DesignForExtensionCheck
E:\Ci_Workspace\workspace\IDPAntTestoing\JPetStore\src\com\ibatis\jpetstore\domain\Account.java,79,error,Missing a Javadoc comment.,com.puppycrawl.tools.checkstyle.checks.javadoc.JavadocMethodCheck
E:\Ci_Workspace\workspace\IDPAntTestoing\JPetStore\src\com\ibatis\jpetstore\domain\Account.java,83,error,Method 'setAddress1' is not designed for extension - needs to be abstract, final or empty.,com.puppycrawl.tools.checkstyle.checks.design.DesignForExtensionCheck
E:\Ci_Workspace\workspace\IDPAntTestoing\JPetStore\src\com\ibatis\jpetstore\domain\Account.java,83,error,Missing a Javadoc comment.,com.puppycrawl.tools.checkstyle.checks.javadoc.JavadocMethodCheck
E:\Ci_Workspace\workspace\IDPAntTestoing\JPetStore\src\com\ibatis\jpetstore\domain\Account.java,83,error,Parameter address1 should be final.,com.puppycrawl.tools.checkstyle.checks.FinalParametersCheck
E:\Ci_Workspace\workspace\IDPAntTestoing\JPetStore\src\com\ibatis\jpetstore\domain\Account.java,83,error,'address1' hides a field.,com.puppycrawl.tools.checkstyle.checks.coding.HiddenFieldCheck
E:\Ci_Workspace\workspace\IDPAntTestoing\JPetStore\src\com\ibatis\jpetstore\domain\Account.java,87,error,Method 'getAddress2' is not designed for extension - needs to be abstract, final or empty.,com.puppycrawl.tools.checkstyle.checks.design.DesignForExtensionCheck
E:\Ci_Workspace\workspace\IDPAntTestoing\JPetStore\src\com\ibatis\jpetstore\domain\Account.java,87,error,Missing a Javadoc comment.,com.puppycrawl.tools.checkstyle.checks.javadoc.JavadocMethodCheck
E:\Ci_Workspace\workspace\IDPAntTestoing\JPetStore\src\com\ibatis\jpetstore\domain\Account.java,91,error,Method 'setAddress2' is not designed for extension - needs to be abstract, final or empty.,com.puppycrawl.tools.checkstyle.checks.design.DesignForExtensionCheck
E:\Ci_Workspace\workspace\IDPAntTestoing\JPetStore\src\com\ibatis\jpetstore\domain\Account.java,91,error,Missing a Javadoc comment.,com.puppycrawl.tools.checkstyle.checks.javadoc.JavadocMethodCheck
E:\Ci_Workspace\workspace\IDPAntTestoing\JPetStore\src\com\ibatis\jpetstore\domain\Account.java,91,error,Parameter address2 should be final.,com.puppycrawl.tools.checkstyle.checks.FinalParametersCheck
E:\Ci_Workspace\workspace\IDPAntTestoing\JPetStore\src\com\ibatis\jpetstore\domain\Account.java,91,error,'address2' hides a field.,com.puppycrawl.tools.checkstyle.checks.coding.HiddenFieldCheck
E:\Ci_Workspace\workspace\IDPAntTestoing\JPetStore\src\com\ibatis\jpetstore\domain\Account.java,95,error,Method 'getCity' is not designed for extension - needs to be abstract, final or empty.,com.puppycrawl.tools.checkstyle.checks.design.DesignForExtensionCheck
E:\Ci_Workspace\workspace\IDPAntTestoing\JPetStore\src\com\ibatis\jpetstore\domain\Account.java,95,error,Missing a Javadoc comment.,com.puppycrawl.tools.checkstyle.checks.javadoc.JavadocMethodCheck
E:\Ci_Workspace\workspace\IDPAntTestoing\JPetStore\src\com\ibatis\jpetstore\domain\Account.java,99,error,Method 'setCity' is not designed for extension - needs to be abstract, final or empty.,com.puppycrawl.tools.checkstyle.checks.design.DesignForExtensionCheck
E:\Ci_Workspace\workspace\IDPAntTestoing\JPetStore\src\com\ibatis\jpetstore\domain\Account.java,99,error,Missing a Javadoc comment.,com.puppycrawl.tools.checkstyle.checks.javadoc.JavadocMethodCheck
E:\Ci_Workspace\workspace\IDPAntTestoing\JPetStore\src\com\ibatis\jpetstore\domain\Account.java,99,error,Parameter city should be final.,com.puppycrawl.tools.checkstyle.checks.FinalParametersCheck
E:\Ci_Workspace\workspace\IDPAntTestoing\JPetStore\src\com\ibatis\jpetstore\domain\Account.java,99,error,'city' hides a field.,com.puppycrawl.tools.checkstyle.checks.coding.HiddenFieldCheck
E:\Ci_Workspace\workspace\IDPAntTestoing\JPetStore\src\com\ibatis\jpetstore\domain\Account.java,103,error,Method 'getState' is not designed for extension - needs to be abstract, final or empty.,com.puppycrawl.tools.checkstyle.checks.design.DesignForExtensionCheck
E:\Ci_Workspace\workspace\IDPAntTestoing\JPetStore\src\com\ibatis\jpetstore\domain\Account.java,103,error,Missing a Javadoc comment.,com.puppycrawl.tools.checkstyle.checks.javadoc.JavadocMethodCheck
E:\Ci_Workspace\workspace\IDPAntTestoing\JPetStore\src\com\ibatis\jpetstore\domain\Account.java,107,error,Method 'setState' is not designed for extension - needs to be abstract, final or empty.,com.puppycrawl.tools.checkstyle.checks.design.DesignForExtensionCheck
E:\Ci_Workspace\workspace\IDPAntTestoing\JPetStore\src\com\ibatis\jpetstore\domain\Account.java,107,error,Missing a Javadoc comment.,com.puppycrawl.tools.checkstyle.checks.javadoc.JavadocMethodCheck
E:\Ci_Workspace\workspace\IDPAntTestoing\JPetStore\src\com\ibatis\jpetstore\domain\Account.java,107,error,Parameter state should be final.,com.puppycrawl.tools.checkstyle.checks.FinalParametersCheck
E:\Ci_Workspace\workspace\IDPAntTestoing\JPetStore\src\com\ibatis\jpetstore\domain\Account.java,107,error,'state' hides a field.,com.puppycrawl.tools.checkstyle.checks.coding.HiddenFieldCheck
E:\Ci_Workspace\workspace\IDPAntTestoing\JPetStore\src\com\ibatis\jpetstore\domain\Account.java,111,error,Method 'getZip' is not designed for extension - needs to be abstract, final or empty.,com.puppycrawl.tools.checkstyle.checks.design.DesignForExtensionCheck
E:\Ci_Workspace\workspace\IDPAntTestoing\JPetStore\src\com\ibatis\jpetstore\domain\Account.java,111,error,Missing a Javadoc comment.,com.puppycrawl.tools.checkstyle.checks.javadoc.JavadocMethodCheck
E:\Ci_Workspace\workspace\IDPAntTestoing\JPetStore\src\com\ibatis\jpetstore\domain\Account.java,115,error,Method 'setZip' is not designed for extension - needs to be abstract, final or empty.,com.puppycrawl.tools.checkstyle.checks.design.DesignForExtensionCheck
E:\Ci_Workspace\workspace\IDPAntTestoing\JPetStore\src\com\ibatis\jpetstore\domain\Account.java,115,error,Missing a Javadoc comment.,com.puppycrawl.tools.checkstyle.checks.javadoc.JavadocMethodCheck
E:\Ci_Workspace\workspace\IDPAntTestoing\JPetStore\src\com\ibatis\jpetstore\domain\Account.java,115,error,Parameter zip should be final.,com.puppycrawl.tools.checkstyle.checks.FinalParametersCheck
E:\Ci_Workspace\workspace\IDPAntTestoing\JPetStore\src\com\ibatis\jpetstore\domain\Account.java,115,error,'zip' hides a field.,com.puppycrawl.tools.checkstyle.checks.coding.HiddenFieldCheck
E:\Ci_Workspace\workspace\IDPAntTestoing\JPetStore\src\com\ibatis\jpetstore\domain\Account.java,119,error,Method 'getCountry' is not designed for extension - needs to be abstract, final or empty.,com.puppycrawl.tools.checkstyle.checks.design.DesignForExtensionCheck
E:\Ci_Workspace\workspace\IDPAntTestoing\JPetStore\src\com\ibatis\jpetstore\domain\Account.java,119,error,Missing a Javadoc comment.,com.puppycrawl.tools.checkstyle.checks.javadoc.JavadocMethodCheck
E:\Ci_Workspace\workspace\IDPAntTestoing\JPetStore\src\com\ibatis\jpetstore\domain\Account.java,123,error,Method 'setCountry' is not designed for extension - needs to be abstract, final or empty.,com.puppycrawl.tools.checkstyle.checks.design.DesignForExtensionCheck
E:\Ci_Workspace\workspace\IDPAntTestoing\JPetStore\src\com\ibatis\jpetstore\domain\Account.java,123,error,Missing a Javadoc comment.,com.puppycrawl.tools.checkstyle.checks.javadoc.JavadocMethodCheck
E:\Ci_Workspace\workspace\IDPAntTestoing\JPetStore\src\com\ibatis\jpetstore\domain\Account.java,123,error,Parameter country should be final.,com.puppycrawl.tools.checkstyle.checks.FinalParametersCheck
E:\Ci_Workspace\workspace\IDPAntTestoing\JPetStore\src\com\ibatis\jpetstore\domain\Account.java,123,error,'country' hides a field.,com.puppycrawl.tools.checkstyle.checks.coding.HiddenFieldCheck
E:\Ci_Workspace\workspace\IDPAntTestoing\JPetStore\src\com\ibatis\jpetstore\domain\Account.java,127,error,Method 'getPhone' is not designed for extension - needs to be abstract, final or empty.,com.puppycrawl.tools.checkstyle.checks.design.DesignForExtensionCheck
E:\Ci_Workspace\workspace\IDPAntTestoing\JPetStore\src\com\ibatis\jpetstore\domain\Account.java,127,error,Missing a Javadoc comment.,com.puppycrawl.tools.checkstyle.checks.javadoc.JavadocMethodCheck
E:\Ci_Workspace\workspace\IDPAntTestoing\JPetStore\src\com\ibatis\jpetstore\domain\Account.java,131,error,Method 'setPhone' is not designed for extension - needs to be abstract, final or empty.,com.puppycrawl.tools.checkstyle.checks.design.DesignForExtensionCheck
E:\Ci_Workspace\workspace\IDPAntTestoing\JPetStore\src\com\ibatis\jpetstore\domain\Account.java,131,error,Missing a Javadoc comment.,com.puppycrawl.tools.checkstyle.checks.javadoc.JavadocMethodCheck
E:\Ci_Workspace\workspace\IDPAntTestoing\JPetStore\src\com\ibatis\jpetstore\domain\Account.java,131,error,Parameter phone should be final.,com.puppycrawl.tools.checkstyle.checks.FinalParametersCheck
E:\Ci_Workspace\workspace\IDPAntTestoing\JPetStore\src\com\ibatis\jpetstore\domain\Account.java,131,error,'phone' hides a field.,com.puppycrawl.tools.checkstyle.checks.coding.HiddenFieldCheck
E:\Ci_Workspace\workspace\IDPAntTestoing\JPetStore\src\com\ibatis\jpetstore\domain\Account.java,135,error,Method 'getFavouriteCategoryId' is not designed for extension - needs to be abstract, final or empty.,com.puppycrawl.tools.checkstyle.checks.design.DesignForExtensionCheck
E:\Ci_Workspace\workspace\IDPAntTestoing\JPetStore\src\com\ibatis\jpetstore\domain\Account.java,135,error,Missing a Javadoc comment.,com.puppycrawl.tools.checkstyle.checks.javadoc.JavadocMethodCheck
E:\Ci_Workspace\workspace\IDPAntTestoing\JPetStore\src\com\ibatis\jpetstore\domain\Account.java,139,error,Method 'setFavouriteCategoryId' is not designed for extension - needs to be abstract, final or empty.,com.puppycrawl.tools.checkstyle.checks.design.DesignForExtensionCheck
E:\Ci_Workspace\workspace\IDPAntTestoing\JPetStore\src\com\ibatis\jpetstore\domain\Account.java,139,error,Missing a Javadoc comment.,com.puppycrawl.tools.checkstyle.checks.javadoc.JavadocMethodCheck
E:\Ci_Workspace\workspace\IDPAntTestoing\JPetStore\src\com\ibatis\jpetstore\domain\Account.java,139,error,Parameter favouriteCategoryId should be final.,com.puppycrawl.tools.checkstyle.checks.FinalParametersCheck
E:\Ci_Workspace\workspace\IDPAntTestoing\JPetStore\src\com\ibatis\jpetstore\domain\Account.java,139,error,'favouriteCategoryId' hides a field.,com.puppycrawl.tools.checkstyle.checks.coding.HiddenFieldCheck
E:\Ci_Workspace\workspace\IDPAntTestoing\JPetStore\src\com\ibatis\jpetstore\domain\Account.java,143,error,Method 'getLanguagePreference' is not designed for extension - needs to be abstract, final or empty.,com.puppycrawl.tools.checkstyle.checks.design.DesignForExtensionCheck
E:\Ci_Workspace\workspace\IDPAntTestoing\JPetStore\src\com\ibatis\jpetstore\domain\Account.java,143,error,Missing a Javadoc comment.,com.puppycrawl.tools.checkstyle.checks.javadoc.JavadocMethodCheck
E:\Ci_Workspace\workspace\IDPAntTestoing\JPetStore\src\com\ibatis\jpetstore\domain\Account.java,147,error,Method 'setLanguagePreference' is not designed for extension - needs to be abstract, final or empty.,com.puppycrawl.tools.checkstyle.checks.design.DesignForExtensionCheck
E:\Ci_Workspace\workspace\IDPAntTestoing\JPetStore\src\com\ibatis\jpetstore\domain\Account.java,147,error,Missing a Javadoc comment.,com.puppycrawl.tools.checkstyle.checks.javadoc.JavadocMethodCheck
E:\Ci_Workspace\workspace\IDPAntTestoing\JPetStore\src\com\ibatis\jpetstore\domain\Account.java,147,error,Parameter languagePreference should be final.,com.puppycrawl.tools.checkstyle.checks.FinalParametersCheck
E:\Ci_Workspace\workspace\IDPAntTestoing\JPetStore\src\com\ibatis\jpetstore\domain\Account.java,147,error,'languagePreference' hides a field.,com.puppycrawl.tools.checkstyle.checks.coding.HiddenFieldCheck
E:\Ci_Workspace\workspace\IDPAntTestoing\JPetStore\src\com\ibatis\jpetstore\domain\Account.java,151,error,Method 'isListOption' is not designed for extension - needs to be abstract, final or empty.,com.puppycrawl.tools.checkstyle.checks.design.DesignForExtensionCheck
E:\Ci_Workspace\workspace\IDPAntTestoing\JPetStore\src\com\ibatis\jpetstore\domain\Account.java,151,error,Missing a Javadoc comment.,com.puppycrawl.tools.checkstyle.checks.javadoc.JavadocMethodCheck
E:\Ci_Workspace\workspace\IDPAntTestoing\JPetStore\src\com\ibatis\jpetstore\domain\Account.java,155,error,Method 'setListOption' is not designed for extension - needs to be abstract, final or empty.,com.puppycrawl.tools.checkstyle.checks.design.DesignForExtensionCheck
E:\Ci_Workspace\workspace\IDPAntTestoing\JPetStore\src\com\ibatis\jpetstore\domain\Account.java,155,error,Missing a Javadoc comment.,com.puppycrawl.tools.checkstyle.checks.javadoc.JavadocMethodCheck
E:\Ci_Workspace\workspace\IDPAntTestoing\JPetStore\src\com\ibatis\jpetstore\domain\Account.java,155,error,Parameter listOption should be final.,com.puppycrawl.tools.checkstyle.checks.FinalParametersCheck
E:\Ci_Workspace\workspace\IDPAntTestoing\JPetStore\src\com\ibatis\jpetstore\domain\Account.java,155,error,'listOption' hides a field.,com.puppycrawl.tools.checkstyle.checks.coding.HiddenFieldCheck
E:\Ci_Workspace\workspace\IDPAntTestoing\JPetStore\src\com\ibatis\jpetstore\domain\Account.java,159,error,Method 'isBannerOption' is not designed for extension - needs to be abstract, final or empty.,com.puppycrawl.tools.checkstyle.checks.design.DesignForExtensionCheck
E:\Ci_Workspace\workspace\IDPAntTestoing\JPetStore\src\com\ibatis\jpetstore\domain\Account.java,159,error,Missing a Javadoc comment.,com.puppycrawl.tools.checkstyle.checks.javadoc.JavadocMethodCheck
E:\Ci_Workspace\workspace\IDPAntTestoing\JPetStore\src\com\ibatis\jpetstore\domain\Account.java,163,error,Method 'setBannerOption' is not designed for extension - needs to be abstract, final or empty.,com.puppycrawl.tools.checkstyle.checks.design.DesignForExtensionCheck
E:\Ci_Workspace\workspace\IDPAntTestoing\JPetStore\src\com\ibatis\jpetstore\domain\Account.java,163,error,Missing a Javadoc comment.,com.puppycrawl.tools.checkstyle.checks.javadoc.JavadocMethodCheck
E:\Ci_Workspace\workspace\IDPAntTestoing\JPetStore\src\com\ibatis\jpetstore\domain\Account.java,163,error,Parameter bannerOption should be final.,com.puppycrawl.tools.checkstyle.checks.FinalParametersCheck
E:\Ci_Workspace\workspace\IDPAntTestoing\JPetStore\src\com\ibatis\jpetstore\domain\Account.java,163,error,'bannerOption' hides a field.,com.puppycrawl.tools.checkstyle.checks.coding.HiddenFieldCheck
E:\Ci_Workspace\workspace\IDPAntTestoing\JPetStore\src\com\ibatis\jpetstore\domain\Account.java,167,error,Method 'getBannerName' is not designed for extension - needs to be abstract, final or empty.,com.puppycrawl.tools.checkstyle.checks.design.DesignForExtensionCheck
